client_id	path	sentence	up_votes	down_votes	age	gender	accent
67a9f153c3c4c2b294591499e59663656a0df1af6cb43546acb1539b69fececcae6a8c58e96122b82d06a17bbf55502518562c92d1a3589e79c241214810b0f8	common_voice_nl_17691479.mp3	Charles Michel is de huidige eerste minister of premier van België.	1	2	twenties	male	netherlands
67a9f153c3c4c2b294591499e59663656a0df1af6cb43546acb1539b69fececcae6a8c58e96122b82d06a17bbf55502518562c92d1a3589e79c241214810b0f8	common_voice_nl_17691481.mp3	Er is een vacature, maar ik vind niet de juiste profielen.	2	3	twenties	male	netherlands
67a9f153c3c4c2b294591499e59663656a0df1af6cb43546acb1539b69fececcae6a8c58e96122b82d06a17bbf55502518562c92d1a3589e79c241214810b0f8	common_voice_nl_17691519.mp3	Wat is jouw favoriete tv-programma?	1	2	twenties	male	netherlands
67a9f153c3c4c2b294591499e59663656a0df1af6cb43546acb1539b69fececcae6a8c58e96122b82d06a17bbf55502518562c92d1a3589e79c241214810b0f8	common_voice_nl_17691540.mp3	Het Nederlands telt behoorlijk wat spreekwoorden en uitdrukkingen.	1	2	twenties	male	netherlands
9770fb36c8a3ad885675b6fd01e018a6ecc0353b19136b12ac865e8a9a07d8b6646d5860fefe2476e7aac0e7f531901de4761fcbdaa3932602d612a9fa13f5b0	common_voice_nl_17693544.mp3	De Verenigde Staten is het enige Westerse land dat de doodstraf nog toepast.	1	4	twenties	male	belgium
9770fb36c8a3ad885675b6fd01e018a6ecc0353b19136b12ac865e8a9a07d8b6646d5860fefe2476e7aac0e7f531901de4761fcbdaa3932602d612a9fa13f5b0	common_voice_nl_17693546.mp3	Ze hadden Emma herkent door middel van een robotfoto.	2	3	twenties	male	belgium
8fe2183849c7f6f8619f9379704b13c24d1438b86891973fb2cb9b28f289ef26f41aac8b2e5a507b8168f7ba8aed8b3555cd10348cb14fcbbe93f7d53b14f86b	common_voice_nl_17693563.mp3	Heb je de tafel gedekt?	2	3	fourties	male	netherlands
8fe2183849c7f6f8619f9379704b13c24d1438b86891973fb2cb9b28f289ef26f41aac8b2e5a507b8168f7ba8aed8b3555cd10348cb14fcbbe93f7d53b14f86b	common_voice_nl_17693564.mp3	Ik heb artisanale producten gekocht voor hem.	3	4	fourties	male	netherlands
8fe2183849c7f6f8619f9379704b13c24d1438b86891973fb2cb9b28f289ef26f41aac8b2e5a507b8168f7ba8aed8b3555cd10348cb14fcbbe93f7d53b14f86b	common_voice_nl_17693565.mp3	De glazenwasser tuimelde naar beneden, maar als bij een wonder kon hij zich uiteindelijk toch vastgrijpen aan een kabel.	1	2	fourties	male	netherlands
116358fb4a88b33915a3718890f1ea0eb302e9c7d4a20f101eed76b576c09af7cc2982e68b0a8ab569762fbb57f2fd94a64cd2f913cea754a0f68c6c55f0c527	common_voice_nl_17693982.mp3	We lachen er al heel de dag om.	1	2			
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17693994.mp3	De gehele getallen zijn slechts een deelverzameling van alle getallen.	0	2			
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17693997.mp3	De dronken chauffeur had teveel gedronken en blies daardoor positief tijdens de alcoholcontrole.	0	2			
116358fb4a88b33915a3718890f1ea0eb302e9c7d4a20f101eed76b576c09af7cc2982e68b0a8ab569762fbb57f2fd94a64cd2f913cea754a0f68c6c55f0c527	common_voice_nl_17694014.mp3	Mensen met een zware psychische stoornis belanden doorgaans in een gesticht.	1	2			
116358fb4a88b33915a3718890f1ea0eb302e9c7d4a20f101eed76b576c09af7cc2982e68b0a8ab569762fbb57f2fd94a64cd2f913cea754a0f68c6c55f0c527	common_voice_nl_17694026.mp3	Als je batterij plat is dan moet je ze opladen.	1	3			
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694044.mp3	Ze had haar haar in een knotje.	1	2	twenties	male	netherlands
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694047.mp3	In het centrum staat een prachtige kathedraal.	1	2	twenties	male	netherlands
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17694063.mp3	Hij heeft concentratieproblemen.	0	2			
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17694065.mp3	De bokser lag knock-out op de mat.	1	2			
4484a7d273f9ba53f36cbf3877d8ff26a2ff415cf320df92fa0230ee852ec0d68a9376b6c328497daf8558c34083ace311c07edf95408e4f23351981fe165ed2	common_voice_nl_17694067.mp3	Ik ben met de kusttram naar Knokke gereden.	0	4			
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694077.mp3	We hebben een uitgebreid selectie proces voor nieuwe medewerkers.	1	2	teens	male	netherlands
be0ad3a3ff248975902604d1a34b58097c10ef47988e10a6d27230e11e8feff2011a5a35e7d4401cbc00e0f8a004ac0390e26643fca2390eee5905fd6cb3f48c	common_voice_nl_17694159.mp3	Varkens stammen af van wilde zwijnen, maar zijn gedomesticeerd door onze voorouders.	1	2	thirties	male	belgium
be0ad3a3ff248975902604d1a34b58097c10ef47988e10a6d27230e11e8feff2011a5a35e7d4401cbc00e0f8a004ac0390e26643fca2390eee5905fd6cb3f48c	common_voice_nl_17694185.mp3	Bij de verbouwing van hun huis zijn er verschillende dingen beschadigd waaronder de tegels in de gang en het parket in hun woonkamer.	1	2	thirties	male	belgium
d2cf48c7d738a93e62c1471ce65f0f78f80656097f62579adef616492ef0124e61ea8dad0469afc64ac5ca31c97e9d5f719989c6d24a39ce378d660ce05c1564	common_voice_nl_17694211.mp3	Ze gebruikte de stijgbeugels om op het paard te klimmen.	0	3			
49cbd6788973672d1572084af86fa7b0ae747faee46529c32d7d7a187253c036036fb404281d277304ca9e3641df30bb6f723e65f020d5775394880fe181e1a0	common_voice_nl_17694246.mp3	Het beest bleek een beer te zijn.	0	2	fourties	male	netherlands
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694255.mp3	Het gemiddelde Belgisch gezin gebruikt jaarlijks drie duizend vijfhonderd kilowattuur aan elektrische energie.	1	2	teens	male	netherlands
be0ad3a3ff248975902604d1a34b58097c10ef47988e10a6d27230e11e8feff2011a5a35e7d4401cbc00e0f8a004ac0390e26643fca2390eee5905fd6cb3f48c	common_voice_nl_17694280.mp3	De auto was in panne gevallen op de oprit van de autostrade.	1	2	thirties	male	belgium
d2cf48c7d738a93e62c1471ce65f0f78f80656097f62579adef616492ef0124e61ea8dad0469afc64ac5ca31c97e9d5f719989c6d24a39ce378d660ce05c1564	common_voice_nl_17694325.mp3	De atheïst ging in discussie met zijn christelijke vrienden.	2	3			
5975dfa041dcc7424593a3e28b359cb6d4c18c7393ee8e8c421c59b01ec193f6465518c4818a7a6c79f6e34e45fd439ca149c9d261ad44c9f96a8bda0efd01af	common_voice_nl_17694335.mp3	Die Ferrari is zijn paradepaardje.	0	2	twenties	male	netherlands
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694345.mp3	Die wegwerkzaamheden zijn aangeduid met pionnen.	1	2	teens	male	netherlands
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694353.mp3	Steen, papier, schaar wordt vaak gebruikt om een keuze te beslechten.	1	2	twenties	male	netherlands
047978faae394b28a4dac291053f30dd70f5a8c82cdb5de550a419b332bec9d3fccfc89a9f67e53b5e96a0af27a2f0fb6a29f9f43b88d0ec4d2d0a2fa0c86c2f	common_voice_nl_17694366.mp3	Die politieke partij is eerder rechts en heeft een sterke achterban.	0	3			
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694367.mp3	Is die rode Mercedes van Linda?	1	2	teens	male	netherlands
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694383.mp3	Ze plofte in de zitzak.	1	2	teens	male	netherlands
047978faae394b28a4dac291053f30dd70f5a8c82cdb5de550a419b332bec9d3fccfc89a9f67e53b5e96a0af27a2f0fb6a29f9f43b88d0ec4d2d0a2fa0c86c2f	common_voice_nl_17694398.mp3	Daarom is het best dat er ook gewerkt wordt met transcripties van gebruikte data.	1	2			
047978faae394b28a4dac291053f30dd70f5a8c82cdb5de550a419b332bec9d3fccfc89a9f67e53b5e96a0af27a2f0fb6a29f9f43b88d0ec4d2d0a2fa0c86c2f	common_voice_nl_17694400.mp3	Herinner mij eraan om je nog een mailtje te sturen.	0	3			
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694413.mp3	De dolfijnen sprongen uit het water voor de boeg van het schip.	1	2	twenties	male	netherlands
9c0f2e7e8ae10ab5af81e8156efdbc6c5d55e076f32de7ca1da50b18aa6f6e96449399183b82ecefc56237ae08bd857e77eafd41fdf194140a62f55ed62b8e41	common_voice_nl_17694415.mp3	Loopschoenen zijn ontwikkeld om optimale steun te geven aan je voet.	0	2	twenties	male	netherlands
60c58906051d693e862b8732be680b2d0a6dda23e5648520cd1cf196507634a48bbe4105dc650320bdf6a276fd81966705fe0a57e03aa3d026b69edcc397e53f	common_voice_nl_17694447.mp3	Het is verboden om walvissen te vangen en op te eten.	0	2	teens	male	netherlands
fa543a72f25c9b98e86d253bc55d465d715b6bb39dd3c7b1ed823c52fd184a9e74b9234a9f913c71d09aa96fb4d51509852f3f2c3b323b0abbc4ec688fd3fecc	common_voice_nl_17694456.mp3	De kast staat voor de deur.	1	2	teens	male	
534e03604c1a0b63271d794367b4f59d1c85ee79200a3ca851df40fe8c1f00c5087886fd59aaa57a7a661b14533f7dd56b4b8eb2022b4f6feffa234addfa3b9a	common_voice_nl_17694489.mp3	Zijn oog was ontstoken.	0	3			
534e03604c1a0b63271d794367b4f59d1c85ee79200a3ca851df40fe8c1f00c5087886fd59aaa57a7a661b14533f7dd56b4b8eb2022b4f6feffa234addfa3b9a	common_voice_nl_17694491.mp3	"'s ochtends zit het gras vol dauw."	1	4			
a60d8c595ef55a388d43767523fd5d10543e5919d9fc3897fdb097b5e6d5d259f0e13e93c75777da1ec7aec284ed2a8f60bce94a6e240d06a9f497436685cdc2	common_voice_nl_17694495.mp3	Je kan geen woning bouwen in agrarisch gebied.	0	2			
534e03604c1a0b63271d794367b4f59d1c85ee79200a3ca851df40fe8c1f00c5087886fd59aaa57a7a661b14533f7dd56b4b8eb2022b4f6feffa234addfa3b9a	common_voice_nl_17694502.mp3	De dakgoot zit verstopt en het water lekt naar beneden langs de gevel.	1	2			
4fa3526816a1f820d473229b18e0366232f3cf6991ff4f9150076c11bd667d3e00f2aee9831fd7c65beb1f3300194e06d230e807aa9915fc7ad9151f642cda96	common_voice_nl_17694557.mp3	Hij wikkelde de verse vis in een bundel krantenpapier.	1	2	twenties	male	netherlands
4fa3526816a1f820d473229b18e0366232f3cf6991ff4f9150076c11bd667d3e00f2aee9831fd7c65beb1f3300194e06d230e807aa9915fc7ad9151f642cda96	common_voice_nl_17694560.mp3	Hij stoeft te vaak.	0	2	twenties	male	netherlands
2585c10bbb6a213814766570688ebb06b48f2524f99ecf1e757a47969c321f8630122f3463575ad9a0c0fb424c6e7a53e9c209acb827dce07b8a1febdffa654f	common_voice_nl_17694583.mp3	Romeo sprak tegen Julia die op het balkon stond.	2	3	thirties	male	netherlands
f8a1cbb3fb7281111e641ab3df2186d92802907a28cfe2f2e9be503754b86d4223e6297c6ec08731c2aa1a49c5dc042bc9e419812b2fe8dcd120738ed223f5e9	common_voice_nl_17694672.mp3	De Verenigde Staten is het enige Westerse land dat de doodstraf nog toepast.	0	2			
ca0346f44f7cdddee7c0abd54e24a36d9db8fd091ba9b2936be2bb7a8d99554de05b0e2d0f0f56695b8fb7053feaac4ef6a85c7e327c9145a33b43065adc7741	common_voice_nl_17694723.mp3	Het bijtend product had de parket permanent beschadigd.	1	2			
f0d60d6e33b1d17c12a2347ef42d6ea3a81a1b507299ac52c44898d7d4cb9c5fe765afa832d0aeb47a295e160e9c73af33814a6f4f24e339a0486d4e4464262f	common_voice_nl_17694725.mp3	Al jarenlang verkleinen de gletsjers overal in de wereld.	2	3			
f0d60d6e33b1d17c12a2347ef42d6ea3a81a1b507299ac52c44898d7d4cb9c5fe765afa832d0aeb47a295e160e9c73af33814a6f4f24e339a0486d4e4464262f	common_voice_nl_17694727.mp3	Ze feestten verder tot in de vroege uurtjes.	0	3			
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694734.mp3	Drink je het liefst koffie of thee?	0	3			
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694735.mp3	De arbeidsinspectie is langsgeweest en heeft hem betrapt op zwartwerken.	1	2			
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694737.mp3	De atheïst ging in discussie met zijn christelijke vrienden.	1	2			
d54c2dd71340c05f7635d1ff692e0b1f78b5e8b3e4f4cb310f4faedf80255d6c4b2ec92c4b98a4223d508a04665a358668f291ddaf60b8b8105fc79c9d18242d	common_voice_nl_17694762.mp3	De schoonmaakploeg was net gepasseerd in de vrouwentoiletten.	0	2	twenties	male	netherlands
e9011c81585f8bd359d00abe17ba0a2d75fbc2a6a06d8adb4ed20a931baf30e1d5a0ace00fd46e3837f9eda59f31f79fa1f2c25bf3510ce86192d363e6d678bc	common_voice_nl_17694773.mp3	Mijn trekrugzak woog achttien kilo toen we die trektocht maakten.	1	2			
